Video,Type,Vid_num,Global,Action,Interaction
P04,noint,28,The living room is being shown.,I get up from my seat and go to get the book.,<none>
P04,noint,29,The book in the living room is being shown.,I am reading a book.,<none>
P04,noint,30,The book in the living room is being shown.,I am reading a book.,<none>
P04,noint,31,The living room is being shown.,I am walking around in the room.,<none>
P04,noint,32,There is a armchair in the room.,I am packing things in my bag.,<none>
P04,noint,33,There is a armchair in the room.,I am packing things in my bag.,<none>
P04,noint,34,There are table and armchair in my room.,I`m looking around the room.,<none>
P04,noint,35,There is a armchair in the room.,I`m putting my wallet in the bag.,<none>
P04,noint,36,There is a armchair in the room.,I am packing things in my bag.,<none>
P04,noint,37,There are table with many stuff and armchair in the room.,I`m picking up the stuff on the table and put it in my bag.,<none>
P04,noint,38,There is a armchair in the room.,I put a bundle of books in my bag.,<none>
P04,noint,39,There are table with many stuff and armchair in the room.,I`m picking up the stuff on the table and put it in my bag.,<none>
P04,noint,40,There is a armchair in the room.,I`m putting phone charger in the bag.,<none>
P04,noint,41,There are table with many stuff and armchair in the room.,I`m picking up the stuff on the table and put it in my bag.,<none>
P04,noint,42,There is clothes on the armchair.,I`m putting some paper in the bag.,<none>
P04,noint,43,There are table with many stuff and armchair in the room.,I take a look around.,<none>
P04,noint,44,The door is being opened.,I am opening the door in my room.,<none>
P04,noint,45,The living room is being shown.,I am wandering around the house.,<none>
P04,noint,46,The bag is on the sofa.,I touch my bag.,<none>
P04,noint,47,The living room is being shown.,I am looking around.,<none>
P04,noint,48,There is a black sofa in the room.,I put something in the bag.,<none>
P04,noint,49,The living room is being shown.,I am looking around.,<none>
P04,noint,50,The window is being closed.,I am closing window.,<none>
P01,int,1,There are many people in the market.,I am talking with someone.,Me and my friend are having conversation
P01,int,2,Many people are shopping in the market.,I shake my head.,Me and my friend are having conversation
P01,int,3,several people are shopping in the mart.,I am shaking my head slightly.,Me and my friend are having conversation
P01,int,4,There are many people in the market.,I shake my head.,Me and my friend are having conversation
P01,int,5,"A man is talking, explaining with his hand.",I am go straight slightly.,Me and my friend are having conversation
P01,int,6,Some people are waiting in line in the shopping mall.,I am staring in front of me.,Me and my friend are having conversation
P01,int,7,There are some people in the market.,I stand in line and watch a man who wear blue shirt.,We are waiting line.
P01,int,8,A man who wear blue shirt raise his hand.,I stand in line.,me and my friend are waiting line.
P01,int,9,There is a man who smile with sky blue shirt.,I'm moving slowly along the line.,Me and my friend are moving slowly along the line.
P01,int,10,There are many people in the market.,I'm moving slowly along the line.,Me and my friend are moving slowly along the line.
P01,int,11,There is a woman who wear pink shirt with apron.,I am talking with a girl.,Me and market clerk is talking.
P01,int,12,Some woman is passing the receipt.,I get a receipt.,clerk is passing me a receipt.
P01,int,13,A man who is wearing blue shirt prepare to eat.,I am watching a man.,Me and my friend prepare to eat.
P01,int,14,There is a man who is raising his hand.,I am watching a man.,We are sitting face to face together.
P01,int,15,There is a man in the restaurant.,I am using tissue.,We are having a conversation.
P01,int,16,A man is prepare to eat lunch box.,I am lowering my head.,We prepare to eat lunch box.
P01,int,17,There are two lunch box and one bottle of water on the table.,I raise my head.,We are having a conversation.
P01,int,18,a man is holding a fork in the cafe.,I am watching a man.,We prepare to eat lunch.
P01,int,19,There is a man who is holding fork in the restaurant.,I look at the packed lunch with my head down.,Me and my friend prepare to eat packed lunch.
P01,int,20,There are two packed lunch and one bottle of water on the table.,I look at a man with my head up.,We prepare to eat lunch box.
P01,int,21,A man is holding a fork and knife with his hands.,I am holding a knife and raise my head.,Me and my friend prepare to eat packed lunch.
P01,int,22,A man is eating a packed lunch.,I raise my head and watch a man.,We are eating lunch.
P01,int,23,There is a man who is opening the bottle cap.,I am watching a man.,We are eating lunch.
P01,int,24,There are many people in the dining room.,I am eating a salad.,We are eating lunch.
P01,int,25,A man puts a bottle down on the table.,I am watching a man.,We are eating lunch.
P01,int,26,A man who wear sky-blue shirt picks up a spoon,I lower my head.,We have lunch together.
P01,int,27,A man is eating a salad in his lunch box.,I have lunch.,Me and my friend have lunch.
P01,int,28,A man is rummaging through his lunchbox.,I am eating a lunch box.,We have lunch together.
P01,int,29,A man is eating potato salad.,I am eating a lunch box.,We have lunch together.
P01,int,30,A man raise his head while holding fork and knife.,I raise my head and watch a man.,We are having a lunch together.
P01,int,31,There is a man who is opening the bottle cap.,I am watching a man.,We are having a lunch together.
P01,int,32,There is a man who is drinking a bottle of water.,I am eating chicken steak.,Me and my friend are have lunch together.
P01,int,34,There is a man looking at the lunch box.,I am watching a man.,We are having a lunch together.
P01,int,35,There is a man who shakes his head slightly in the restaurant.,I shake my head gently.,We are having a lunch together.
P01,int,36,There is a man eating chicken steak in the restaurant.,I am eating a potato salad.,Me and my friend are having lunch together.
P01,int,37,A man is eating a lunch box in the cafe.,I am holding a water bottle.,Me and my friend are having lunch together.
P01,int,38,There is a man having lunch in the cafeteria.,I am drinking a bottle of water.,Me and my friend are having lunch together.
P01,int,39,A man is sitting in the chair,I am watching a man who is sitting.,We have lunch together.
P01,int,40,There are many people in the cafeteria.,I am eating a lunch box.,We have lunch together.
P01,int,41,He is drinking a bottle of water in the cafe.,I am watching a man who is drinking.,We have lunch together.
P01,int,42,A man is rummaging his lunch box.,I tear chicken steak using knife.,We have lunch together.
P01,int,43,There are two lunch box and one bottle of water on the table.,I am watching a man with my head up.,Me and my friend are having lunch together.
P01,int,44,A man points fingers at something in the restaurant.,I lower my head down and use tissue.,Me and my friend are having lunch together.
P01,int,45,There is a man who is explaining something in the cafeteria.,I am eating broccoli.,Me and my friend are having lunch together.
P01,int,46,There is a man who is talking.,I am eating a mesh potato.,We have lunch together.
P01,int,47,There is a man who tears chicken steak in the cafe.,I cut the meat into thin slices.,We have lunch together.
P01,int,48,There is a man who is eating a piece of meat.,I am nodding.,I am talking and my friend is eating food.
P01,int,49,There is a man who is eating mesh potato and chicken steak.,I am eating a slice of chicken steak using fork.,We have lunch together.
P01,noint,1,There are several people standing in front of me in the mart.,I am waiting in line.,<none>
P01,noint,2,Other people are waiting in line at the mart.,I am waiting in line.,<none>
P01,noint,3,The mart girl beckons and a man goes to her.,I look at the mart employee.,<none>
P01,noint,4,People are paying at the mart counter.,I turn my head to the left.,<none>
P01,noint,5,People are paying at the mart counter.,I turn my head to the left.,<none>
P01,noint,6,A man is buying water at the counter.,I am looking at the man buying water.,<none>
P01,noint,7,A man is buying something at the checkout counter at the mart.,I look at the man and turn my head to look at the waitress.,<none>
P01,noint,8,The man is signing a purchase in front of the counter.,I am standing next to a young man in front of the counter.,<none>
